  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
2000,10,36814,2000.7896,366.73,370.16,366.51,369.93,366.73,370.16
2000,11,36845,2000.8743,368.29,370.45,367.94,370.07,368.29,370.45
2000,12,36875,2000.9563,369.53,370.42,369.33,370.2,369.53,370.42
2001,1,36906,2001.0411,370.28,370.25,370.37,370.33,370.28,370.25
2001,2,36937,2001.126,371.5,370.79,371.16,370.45,371.5,370.79
2001,3,36965,2001.2027,372.12,370.64,372.05,370.55,372.12,370.64
2001,4,36996,2001.2877,372.86,370.19,373.37,370.67,372.86,370.19
2001,5,37026,2001.3699,374.02,370.79,374.01,370.79,374.02,370.79
2001,6,37057,2001.4548,373.31,370.86,373.34,370.92,373.31,370.86
2001,7,37087,2001.537,371.62,370.82,371.82,371.05,371.62,370.82
2001,8,37118,2001.6219,369.55,370.99,369.71,371.19,369.55,370.99
2001,9,37149,2001.7068,367.96,371.28,368.01,371.35,367.96,371.28
2001,10,37179,2001.789,368.1,371.55,368.07,371.5,368.1,371.55
2001,11,37210,2001.874,369.68,371.86,369.52,371.67,369.68,371.86
2001,12,37240,2001.9562,371.24,372.14,370.95,371.83,371.24,372.14
2002,1,37271,2002.0411,372.44,372.41,372.04,372,372.44,372.41
2002,2,37302,2002.126,373.08,372.38,372.89,372.17,373.08,372.38
2002,3,37330,2002.2027,373.52,372.03,373.83,372.33,373.52,372.03
2002,4,37361,2002.2877,374.86,372.17,375.22,372.51,374.86,372.17
2002,5,37391,2002.3699,375.55,372.31,375.94,372.71,375.55,372.31
2002,6,37422,2002.4548,375.4,372.95,375.35,372.92,375.4,372.95
2002,7,37452,2002.537,374.02,373.21,373.9,373.13,374.02,373.21
2002,8,37483,2002.6219,371.49,372.93,371.87,373.36,371.49,372.93
2002,9,37514,2002.7068,370.7,374.04,370.24,373.59,370.7,374.04
2002,10,37544,2002.789,370.25,373.71,370.37,373.82,370.25,373.71
2002,11,37575,2002.874,372.08,374.26,371.9,374.06,372.08,374.26
2002,12,37605,2002.9562,373.78,374.68,373.4,374.28,373.78,374.68
2003,1,37636,2003.0411,374.68,374.65,374.54,374.5,374.68,374.65
2003,2,37667,2003.126,375.62,374.91,375.44,374.72,375.62,374.91
2003,3,37695,2003.2027,376.11,374.62,376.42,374.91,376.11,374.62
2003,4,37726,2003.2877,377.65,374.96,377.84,375.12,377.65,374.96
2003,5,37756,2003.3699,378.35,375.1,378.57,375.33,378.35,375.1
2003,6,37787,2003.4548,378.13,375.66,377.97,375.53,378.13,375.66
2003,7,37817,2003.537,376.61,375.8,376.5,375.72,376.61,375.8
2003,8,37848,2003.6219,374.48,375.94,374.43,375.92,374.48,375.94
2003,9,37879,2003.7068,372.98,376.32,372.74,376.1,372.98,376.32
2003,10,37909,2003.789,373,376.47,372.81,376.27,373,376.47
2003,11,37940,2003.874,374.35,376.53,374.26,376.43,374.35,376.53
2003,12,37970,2003.9562,375.69,376.59,375.68,376.57,375.69,376.59
2004,1,38001,2004.041,376.79,376.76,376.75,376.71,376.79,376.76
2004,2,38032,2004.1257,377.36,376.65,377.56,376.84,377.36,376.65
2004,3,38061,2004.2049,378.39,376.87,378.49,376.96,378.39,376.87
2004,4,38092,2004.2896,380.5,377.77,379.82,377.07,380.5,377.77
2004,5,38122,2004.3716,380.61,377.36,380.44,377.18,380.61,377.36
2004,6,38153,2004.4563,379.55,377.1,379.72,377.3,379.55,377.1
2004,7,38183,2004.5383,377.77,376.99,378.17,377.42,377.77,376.99
2004,8,38214,2004.623,375.84,377.32,376.03,377.56,375.84,377.32
2004,9,38245,2004.7077,374.05,377.41,374.32,377.71,374.05,377.41
2004,10,38275,2004.7896,374.22,377.7,374.4,377.87,374.22,377.7
2004,11,38306,2004.8743,375.84,378.03,375.89,378.05,375.84,378.03
2004,12,38336,2004.9563,377.44,378.35,377.35,378.24,377.44,378.35
2005,1,38367,2005.0411,378.34,378.31,378.48,378.44,378.34,378.31
2005,2,38398,2005.126,379.61,378.9,379.38,378.66,379.61,378.9
2005,3,38426,2005.2027,380.17,378.68,380.37,378.85,380.17,378.68
2005,4,38457,2005.2877,382.05,379.34,381.8,379.07,382.05,379.34
2005,5,38487,2005.3699,382.24,378.97,382.56,379.29,382.24,378.97
2005,6,38518,2005.4548,382.08,379.6,381.96,379.51,382.08,379.6
2005,7,38548,2005.537,380.67,379.85,380.5,379.72,380.67,379.85
2005,8,38579,2005.6219,378.67,380.13,378.44,379.94,378.67,380.13
2005,9,38610,2005.7068,376.42,379.79,376.76,380.15,376.42,379.79
2005,10,38640,2005.789,376.8,380.3,376.86,380.35,376.8,380.3
2005,11,38671,2005.874,378.31,380.51,378.37,380.55,378.31,380.51
2005,12,38701,2005.9562,379.96,380.87,379.84,380.73,379.96,380.87
2006,1,38732,2006.0411,381.37,381.34,380.95,380.91,381.37,381.34
2006,2,38763,2006.126,382.02,381.3,381.81,381.08,382.02,381.3
2006,3,38791,2006.2027,382.56,381.06,382.75,381.23,382.56,381.06
2006,4,38822,2006.2877,384.37,381.64,384.12,381.38,384.37,381.64
2006,5,38852,2006.3699,384.92,381.64,384.81,381.53,384.92,381.64
2006,6,38883,2006.4548,384.03,381.54,384.14,381.67,384.03,381.54
2006,7,38913,2006.537,382.28,381.47,382.6,381.82,382.28,381.47
2006,8,38944,2006.6219,380.48,381.94,380.46,381.96,380.48,381.94
2006,9,38975,2006.7068,378.81,382.18,378.72,382.11,378.81,382.18
2006,10,39005,2006.789,379.06,382.56,378.77,382.26,379.06,382.56
2006,11,39036,2006.874,380.14,382.35,380.23,382.41,380.14,382.35
2006,12,39066,2006.9562,381.66,382.57,381.66,382.56,381.66,382.57
2007,1,39097,2007.0411,382.58,382.56,382.75,382.71,382.58,382.56
2007,2,39128,2007.126,383.71,383,383.59,382.86,383.71,383
2007,3,39156,2007.2027,384.34,382.83,384.53,383,384.34,382.83
2007,4,39187,2007.2877,386.23,383.5,385.91,383.16,386.23,383.5
2007,5,39217,2007.3699,386.41,383.12,386.61,383.32,386.41,383.12
2007,6,39248,2007.4548,385.87,383.38,385.95,383.48,385.87,383.38
2007,7,39278,2007.537,384.45,383.63,384.43,383.64,384.45,383.63
2007,8,39309,2007.6219,381.84,383.31,382.3,383.81,381.84,383.31
2007,9,39340,2007.7068,380.86,384.25,380.57,383.97,380.86,384.25
2007,10,39370,2007.789,380.86,384.38,380.63,384.13,380.86,384.38
2007,11,39401,2007.874,382.35,384.57,382.1,384.29,382.35,384.57
2007,12,39431,2007.9562,383.61,384.53,383.54,384.44,383.61,384.53
2008,1,39462,2008.041,385.07,385.04,384.62,384.58,385.07,385.04
2008,2,39493,2008.1257,385.84,385.13,385.45,384.72,385.84,385.13
2008,3,39522,2008.2049,385.83,384.29,386.42,384.86,385.83,384.29
2008,4,39553,2008.2896,386.77,384,387.79,385.01,386.77,384
2008,5,39583,2008.3716,388.51,385.21,388.47,385.17,388.51,385.21
2008,6,39614,2008.4563,388.05,385.57,387.79,385.34,388.05,385.57
2008,7,39644,2008.5383,386.25,385.46,386.26,385.5,386.25,385.46
2008,8,39675,2008.623,384.08,385.59,384.13,385.68,384.08,385.59
2008,9,39706,2008.7077,383.09,386.5,382.42,385.85,383.09,386.5
2008,10,39736,2008.7896,382.78,386.3,382.49,386,382.78,386.3
2008,11,39767,2008.8743,384.01,386.23,383.97,386.16,384.01,386.23
2008,12,39797,2008.9563,385.11,386.03,385.41,386.31,385.11,386.03
2009,1,39828,2009.0411,386.65,386.63,386.5,386.46,386.65,386.63
2009,2,39859,2009.126,387.12,386.4,387.35,386.62,387.12,386.4
2009,3,39887,2009.2027,388.51,387,388.3,386.76,388.51,387
2009,4,39918,2009.2877,389.57,386.82,389.69,386.92,389.57,386.82
2009,5,39948,2009.3699,390.16,386.85,390.4,387.09,390.16,386.85
2009,6,39979,2009.4548,389.62,387.11,389.76,387.27,389.62,387.11
2009,7,40009,2009.537,388.07,387.25,388.25,387.46,388.07,387.25
2009,8,40040,2009.6219,386.08,387.56,386.14,387.66,386.08,387.56
2009,9,40071,2009.7068,384.65,388.06,384.44,387.87,384.65,388.06
2009,10,40101,2009.789,384.33,387.87,384.56,388.09,384.33,387.87
2009,11,40132,2009.874,386.05,388.28,386.1,388.31,386.05,388.28
2009,12,40162,2009.9562,387.49,388.41,387.63,388.53,387.49,388.41
2010,1,40193,2010.0411,388.55,388.52,388.8,388.76,388.55,388.52
2010,2,40224,2010.126,390.07,389.35,389.72,388.98,390.07,389.35
2010,3,40252,2010.2027,391.01,389.49,390.72,389.18,391.01,389.49
2010,4,40283,2010.2877,392.38,389.62,392.16,389.39,392.38,389.62
2010,5,40313,2010.3699,393.22,389.89,392.9,389.58,393.22,389.89
2010,6,40344,2010.4548,392.24,389.72,392.26,389.76,392.24,389.72
2010,7,40374,2010.537,390.33,389.51,390.73,389.93,390.33,389.51
2010,8,40405,2010.6219,388.52,390.01,388.58,390.11,388.52,390.01
2010,9,40436,2010.7068,386.84,390.26,386.83,390.27,386.84,390.26
2010,10,40466,2010.789,387.16,390.71,386.89,390.43,387.16,390.71
2010,11,40497,2010.874,388.67,390.9,388.36,390.58,388.67,390.9
2010,12,40527,2010.9562,389.81,390.73,389.8,390.71,389.81,390.73
2011,1,40558,2011.0411,391.3,391.27,390.88,390.84,391.3,391.27
2011,2,40589,2011.126,391.92,391.19,391.71,390.97,391.92,391.19
2011,3,40617,2011.2027,392.45,390.93,392.63,391.08,392.45,390.93
2011,4,40648,2011.2877,393.37,390.6,394,391.22,393.37,390.6
2011,5,40678,2011.3699,394.28,390.95,394.69,391.36,394.28,390.95
2011,6,40709,2011.4548,393.69,391.17,394.02,391.52,393.69,391.17
2011,7,40739,2011.537,392.6,391.77,392.48,391.68,392.6,391.77
2011,8,40770,2011.6219,390.21,391.7,390.33,391.86,390.21,391.7
2011,9,40801,2011.7068,389,392.43,388.59,392.04,389,392.43
2011,10,40831,2011.789,388.93,392.49,388.67,392.22,388.93,392.49
2011,11,40862,2011.874,390.24,392.49,390.18,392.4,390.24,392.49
2011,12,40892,2011.9562,391.8,392.73,391.67,392.58,391.8,392.73
2012,1,40923,2012.041,393.07,393.05,392.8,392.76,393.07,393.05
2012,2,40954,2012.1257,393.35,392.63,393.69,392.95,393.35,392.63
2012,3,40983,2012.2049,394.36,392.8,394.71,393.13,394.36,392.8
2012,4,41014,2012.2896,396.43,393.63,396.15,393.33,396.43,393.63
2012,5,41044,2012.3716,396.87,393.52,396.87,393.53,396.87,393.52
2012,6,41075,2012.4563,395.88,393.37,396.23,393.75,395.88,393.37
2012,7,41105,2012.5383,394.52,393.73,394.73,393.97,394.52,393.73
2012,8,41136,2012.623,392.54,394.06,392.64,394.21,392.54,394.06
2012,9,41167,2012.7077,391.13,394.58,390.98,394.45,391.13,394.58
2012,10,41197,2012.7896,391.01,394.58,391.13,394.69,391.01,394.58
2012,11,41228,2012.8743,392.95,395.2,392.71,394.93,392.95,395.2
2012,12,41258,2012.9563,394.34,395.26,394.25,395.16,394.34,395.26
2013,1,41289,2013.0411,395.61,395.58,395.44,395.4,395.61,395.58
2013,2,41320,2013.126,396.85,396.12,396.36,395.62,396.85,396.12
2013,3,41348,2013.2027,397.26,395.72,397.37,395.82,397.26,395.72
2013,4,41379,2013.2877,398.35,395.57,398.83,396.03,398.35,395.57
2013,5,41409,2013.3699,399.98,396.62,399.59,396.23,399.98,396.62
2013,6,41440,2013.4548,398.87,396.33,398.96,396.44,398.87,396.33
2013,7,41470,2013.537,397.37,396.54,397.43,396.63,397.37,396.54
2013,8,41501,2013.6219,395.41,396.91,395.28,396.82,395.41,396.91
2013,9,41532,2013.7068,393.39,396.85,393.54,397.01,393.39,396.85
2013,10,41562,2013.789,393.7,397.28,393.62,397.19,393.7,397.28
2013,11,41593,2013.874,395.19,397.45,395.14,397.37,395.19,397.45
2013,12,41623,2013.9562,396.82,397.75,396.63,397.54,396.82,397.75
2014,1,41654,2014.0411,397.93,397.9,397.75,397.71,397.93,397.9
2014,2,41685,2014.126,398.1,397.37,398.62,397.88,398.1,397.37
2014,3,41713,2014.2027,399.47,397.93,399.59,398.03,399.47,397.93
2014,4,41744,2014.2877,401.33,398.54,401,398.19,401.33,398.54
2014,5,41774,2014.3699,401.88,398.52,401.71,398.35,401.88,398.52
2014,6,41805,2014.4548,401.31,398.75,401.04,398.51,401.31,398.75
2014,7,41835,2014.537,399.07,398.24,399.47,398.67,399.07,398.24
2014,8,41866,2014.6219,397.21,398.71,397.29,398.83,397.21,398.71
2014,9,41897,2014.7068,395.4,398.87,395.52,399,395.4,398.87
2014,10,41927,2014.789,395.65,399.24,395.59,399.17,395.65,399.24
2014,11,41958,2014.874,397.22,399.49,397.1,399.34,397.22,399.49
2014,12,41988,2014.9562,398.79,399.72,398.6,399.52,398.79,399.72
2015,1,42019,2015.0411,399.85,399.82,399.74,399.7,399.85,399.82
2015,2,42050,2015.126,400.31,399.57,400.63,399.89,400.31,399.57
2015,3,42078,2015.2027,401.51,399.97,401.63,400.06,401.51,399.97
2015,4,42109,2015.2877,403.45,400.65,403.09,400.27,403.45,400.65
2015,5,42139,2015.3699,404.11,400.73,403.85,400.48,404.11,400.73
2015,6,42170,2015.4548,402.88,400.32,403.25,400.71,402.88,400.32
2015,7,42200,2015.537,401.6,400.76,401.76,400.96,401.6,400.76
2015,8,42231,2015.6219,399,400.51,399.69,401.24,399,400.51
2015,9,42262,2015.7068,397.5,400.97,398.04,401.54,397.5,400.97
2015,10,42292,2015.789,398.28,401.89,398.25,401.84,398.28,401.89
2015,11,42323,2015.874,400.24,402.51,399.92,402.17,400.24,402.51
2015,12,42353,2015.9562,401.89,402.83,401.56,402.48,401.89,402.83
2016,1,42384,2016.041,402.65,402.62,402.84,402.8,402.65,402.62
2016,2,42415,2016.1257,404.16,403.42,403.86,403.11,404.16,403.42
2016,3,42444,2016.2049,404.86,403.28,404.99,403.39,404.86,403.28
2016,4,42475,2016.2896,407.57,404.74,406.52,403.67,407.57,404.74
2016,5,42505,2016.3716,407.65,404.27,407.29,403.91,407.65,404.27
2016,6,42536,2016.4563,407,404.46,406.67,404.15,407,404.46
2016,7,42566,2016.5383,404.5,403.69,405.15,404.37,404.5,403.69
2016,8,42597,2016.623,402.24,403.78,403.01,404.59,402.24,403.78
2016,9,42628,2016.7077,401.01,404.51,401.3,404.81,401.01,404.51
2016,10,42658,2016.7896,401.5,405.11,401.43,405.03,401.5,405.11
2016,11,42689,2016.8743,403.64,405.91,402.99,405.24,403.64,405.91
2016,12,42719,2016.9563,404.55,405.49,404.51,405.43,404.55,405.49
2017,1,42750,2017.0411,406.07,406.04,405.67,405.63,406.07,406.04
2017,2,42781,2017.126,406.64,405.9,406.57,405.82,406.64,405.9
2017,3,42809,2017.2027,407.06,405.5,407.55,405.98,407.06,405.5
2017,4,42840,2017.2877,408.95,406.14,-99.99,-99.99,408.95,406.14
2017,5,42870,2017.3699,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,6,42901,2017.4548,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,7,42931,2017.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,8,42962,2017.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,9,42993,2017.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,10,43023,2017.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,11,43054,2017.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2017,12,43084,2017.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
